address,owner,phone,damage_prob,storm_tag,intensity,strike_date,dispatch_status
"271 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539185,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"272 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539186,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"273 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539187,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"274 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539188,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"275 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539189,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"276 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539190,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"277 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539191,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"278 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539192,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"279 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539193,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"280 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539194,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"281 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539195,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"282 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539196,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"283 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539197,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"284 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539198,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"285 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539199,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"286 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539200,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"287 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539201,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"288 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539202,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"289 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539203,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"290 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539204,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"291 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539205,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"292 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539206,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"293 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539207,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"294 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539208,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"295 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539209,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"296 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539210,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"297 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539211,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"298 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539212,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"299 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539213,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"300 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539214,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"301 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539215,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"302 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539216,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"303 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539217,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"304 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539218,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"305 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539219,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"306 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539220,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"307 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539221,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"308 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539222,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"309 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539223,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"310 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539224,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"311 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539225,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"312 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539226,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"313 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539227,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"314 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539228,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"315 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539229,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"316 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539230,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"317 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539231,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"318 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539232,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"319 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539233,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"320 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539234,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"321 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539235,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"322 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539236,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"323 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539237,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"324 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539238,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"325 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539239,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"326 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539240,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"327 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539241,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"328 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539242,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"329 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539243,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"330 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539244,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"331 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539245,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"332 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539246,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"333 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539247,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"334 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539248,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"335 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539249,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"336 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539250,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"337 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539251,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"338 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539252,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"339 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539253,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"340 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539254,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"341 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539255,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"342 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539256,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"343 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539257,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"344 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539258,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"345 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539259,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"346 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539260,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"347 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539261,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"348 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539262,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"349 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539263,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"350 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539264,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"351 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539265,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"352 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539266,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"353 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539267,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"354 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539268,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"355 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539269,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"356 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539270,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"357 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539271,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"358 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539272,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"359 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539273,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"360 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539274,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"361 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539275,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"362 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539276,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"363 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539277,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"364 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539278,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"365 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539279,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"366 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539280,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"367 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539281,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"368 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539282,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"369 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539283,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"370 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539284,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"371 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539285,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"372 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539286,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"373 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539287,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"374 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539288,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"375 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539289,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"376 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539290,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"377 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539291,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"378 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539292,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"379 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539293,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"380 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539294,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"381 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539295,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"382 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539296,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"383 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539297,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"384 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539298,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"385 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539299,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"386 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539300,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"387 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539301,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"388 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539302,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"389 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539303,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"390 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539304,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"391 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539305,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"392 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539306,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"393 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539307,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"394 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539308,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"395 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539309,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"396 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539310,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"397 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539311,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"398 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539312,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"399 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539313,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"400 Avondale Dr, Nichols Hills, OK 73116",Homeowner,+140555539314,5625.0%,ISOLATED,Hail,2026-04-22,QUEUED_FOR_BLAND_AI
"100 E 15th St, Edmond, OK 73034",Homeowner,+140555538411,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"101 E 15th St, Edmond, OK 73034",Homeowner,+140555538412,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"102 E 15th St, Edmond, OK 73034",Homeowner,+140555538413,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"103 E 15th St, Edmond, OK 73034",Homeowner,+140555538414,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"104 E 15th St, Edmond, OK 73034",Homeowner,+140555538415,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"105 E 15th St, Edmond, OK 73034",Homeowner,+140555538416,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"106 E 15th St, Edmond, OK 73034",Homeowner,+140555538417,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"107 E 15th St, Edmond, OK 73034",Homeowner,+140555538418,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"108 E 15th St, Edmond, OK 73034",Homeowner,+140555538419,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"109 E 15th St, Edmond, OK 73034",Homeowner,+140555538420,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"110 E 15th St, Edmond, OK 73034",Homeowner,+140555538421,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"111 E 15th St, Edmond, OK 73034",Homeowner,+140555538422,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"112 E 15th St, Edmond, OK 73034",Homeowner,+140555538423,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"113 E 15th St, Edmond, OK 73034",Homeowner,+140555538424,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"114 E 15th St, Edmond, OK 73034",Homeowner,+140555538425,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"115 E 15th St, Edmond, OK 73034",Homeowner,+140555538426,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"116 E 15th St, Edmond, OK 73034",Homeowner,+140555538427,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"117 E 15th St, Edmond, OK 73034",Homeowner,+140555538428,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"118 E 15th St, Edmond, OK 73034",Homeowner,+140555538429,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"119 E 15th St, Edmond, OK 73034",Homeowner,+140555538430,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"120 E 15th St, Edmond, OK 73034",Homeowner,+140555538431,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"121 E 15th St, Edmond, OK 73034",Homeowner,+140555538432,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"122 E 15th St, Edmond, OK 73034",Homeowner,+140555538433,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"123 E 15th St, Edmond, OK 73034",Homeowner,+140555538434,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"124 E 15th St, Edmond, OK 73034",Homeowner,+140555538435,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"125 E 15th St, Edmond, OK 73034",Homeowner,+140555538436,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"126 E 15th St, Edmond, OK 73034",Homeowner,+140555538437,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"127 E 15th St, Edmond, OK 73034",Homeowner,+140555538438,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"128 E 15th St, Edmond, OK 73034",Homeowner,+140555538439,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"129 E 15th St, Edmond, OK 73034",Homeowner,+140555538440,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"130 E 15th St, Edmond, OK 73034",Homeowner,+140555538441,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"131 E 15th St, Edmond, OK 73034",Homeowner,+140555538442,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"132 E 15th St, Edmond, OK 73034",Homeowner,+140555538443,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"133 E 15th St, Edmond, OK 73034",Homeowner,+140555538444,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"134 E 15th St, Edmond, OK 73034",Homeowner,+140555538445,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"135 E 15th St, Edmond, OK 73034",Homeowner,+140555538446,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"136 E 15th St, Edmond, OK 73034",Homeowner,+140555538447,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"137 E 15th St, Edmond, OK 73034",Homeowner,+140555538448,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"138 E 15th St, Edmond, OK 73034",Homeowner,+140555538449,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"139 E 15th St, Edmond, OK 73034",Homeowner,+140555538450,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"140 E 15th St, Edmond, OK 73034",Homeowner,+140555538451,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"141 E 15th St, Edmond, OK 73034",Homeowner,+140555538452,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"142 E 15th St, Edmond, OK 73034",Homeowner,+140555538453,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"143 E 15th St, Edmond, OK 73034",Homeowner,+140555538454,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"144 E 15th St, Edmond, OK 73034",Homeowner,+140555538455,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"145 E 15th St, Edmond, OK 73034",Homeowner,+140555538456,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"146 E 15th St, Edmond, OK 73034",Homeowner,+140555538457,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"147 E 15th St, Edmond, OK 73034",Homeowner,+140555538458,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
"148 E 15th St, Edmond, OK 73034",Homeowner,+140555538459,4375.0%,ISOLATED,Hail,2026-04-03,QUEUED_FOR_BLAND_AI
